funded_amnt,emp_length,annual_inc,home_ownership,grade,last_pymnt_amnt,mort_acc,pub_rec,int_rate,open_acc,num_actv_rev_tl,mo_sin_rcnt_rev_tl_op,mo_sin_old_rev_tl_op,bc_util,bc_open_to_buy,avg_cur_bal,acc_open_past_24mths,loan_status
23850.0,7,54000.0,5,5,577.46,0.0,0.0,15.8,6.0,3.0,58.0,222.0,76.8,3712.0,2491.0,0.0,1
17500.0,10,90000.0,5,6,6588.24,0.0,0.0,11.14,18.0,17.0,9.0,201.0,93.2,1832.0,2007.0,2.0,0
25450.0,7,71400.0,6,2,21876.86,1.0,0.0,23.7,6.0,4.0,44.0,182.0,99.5,60.0,19999.0,3.0,0
16000.0,10,330000.0,6,6,5947.83,3.0,0.0,9.71,13.0,8.0,21.0,252.0,81.6,24155.0,71539.0,2.0,0
15875.0,10,36000.0,5,6,16064.03,0.0,0.0,14.09,11.0,5.0,14.0,85.0,81.0,2939.0,3838.0,4.0,0
17625.0,10,167961.0,6,6,289.21,3.0,0.0,11.14,10.0,6.0,71.0,340.0,98.1,326.0,46338.0,4.0,1
14675.0,6,38500.0,5,4,546.88,0.0,0.0,20.2,11.0,8.0,1.0,94.0,92.1,571.0,1249.0,4.0,1
9750.0,2,53000.0,6,6,340.59,2.0,0.0,14.09,14.0,6.0,1.0,113.0,87.2,754.0,17481.0,5.0,0
12000.0,10,75868.0,4,3,331.3,5.0,1.0,21.98,10.0,8.0,1.0,223.0,95.0,675.0,1457.0,3.0,1
20000.0,1,50000.0,5,2,573.39,0.0,0.0,23.83,3.0,2.0,9.0,171.0,97.8,101.0,16355.0,9.0,1
5000.0,2,60000.0,5,5,173.58,0.0,0.0,15.1,11.0,6.0,23.0,135.0,87.3,1650.0,4808.0,8.0,1
8000.0,2,60000.0,4,3,612.72,0.0,0.0,22.2,3.0,1.0,3.0,147.0,66.8300107785702,8262.878065935047,1363.0,3.0,1
24000.0,1,130000.0,6,6,17875.94,1.0,0.0,13.67,23.0,9.0,36.0,186.0,101.7,0.0,28072.0,2.0,0
15000.0,4,35000.0,6,6,334.58,1.0,0.0,12.12,10.0,5.675353736832263,14.10822232888069,178.48733084417407,18.8,12908.0,13796.095652770158,8.0,1
16000.0,2,65000.0,6,7,498.59,1.0,0.0,7.62,14.0,6.0,7.0,127.0,26.5,34171.0,14395.0,2.0,1
21000.0,5,115000.0,6,7,662.63,4.0,0.0,7.62,21.0,5.675353736832263,14.10822232888069,178.48733084417407,17.9,18390.0,13796.095652770158,5.0,0
12000.0,5,68500.0,6,3,328.71,2.0,0.0,21.6,15.0,10.0,3.0,160.0,88.5,739.0,9205.0,6.0,1
4800.0,9,29500.0,5,7,147.38,0.0,0.0,6.62,11.0,5.675353736832263,14.10822232888069,178.48733084417407,0.0,10500.0,13796.095652770158,11.0,1
26800.0,1,60000.0,5,5,669.95,0.0,0.0,17.27,7.0,6.0,86.0,187.0,75.2,9785.0,5527.0,0.0,1
8500.0,3,30000.0,5,4,308.37,0.0,0.0,18.25,8.0,8.0,5.0,75.0,86.5,1279.0,1330.0,2.0,1
16000.0,1,50000.0,6,6,1074.44,0.0,0.0,12.99,17.0,6.0,10.0,157.0,54.4,13170.0,3266.0,5.0,0
15000.0,9,50000.0,5,4,545.99,0.0,0.0,18.49,12.0,5.675353736832263,14.10822232888069,178.48733084417407,95.3,540.0,13796.095652770158,2.0,1
12000.0,2,35600.0,5,7,6733.15,0.0,0.0,7.9,9.0,5.675353736832263,14.10822232888069,178.48733084417407,33.2,25452.0,13796.095652770158,1.0,0
16425.0,9,41000.0,5,3,617.13,0.0,0.0,20.8,8.0,3.0,3.0,94.0,60.3,5671.0,1559.0,4.0,1
2400.0,5,35000.0,5,4,87.68,0.0,0.0,18.75,13.0,9.0,4.0,92.0,67.0,1155.0,1232.0,4.0,1
12000.0,6,39895.0,5,4,1068.15,0.0,0.0,18.55,6.0,5.675353736832263,14.10822232888069,178.48733084417407,76.0,2044.0,13796.095652770158,7.0,0
10000.0,7,100000.0,6,6,339.99,2.0,0.0,13.67,16.0,11.0,16.0,152.0,89.2,1703.0,11351.0,5.0,0
14000.0,5,58000.0,6,5,342.25,2.0,1.0,16.24,11.0,8.0,4.0,89.0,76.8,1369.0,23741.0,4.0,1
6000.0,1,47800.0,5,7,140.62,0.0,0.0,7.9,12.0,3.0,2.0,155.0,39.3,13474.0,2423.0,5.0,0
5000.0,1,42000.0,6,6,331.26,1.0,0.0,12.12,8.0,4.0,3.0,168.0,59.8,3215.0,34943.0,5.0,0
18400.0,10,85000.0,5,6,128.91,5.0,0.0,13.11,12.0,4.0,22.0,245.0,57.1,19589.0,6152.0,3.0,0
3500.0,2,45000.0,5,6,116.46,0.0,0.0,12.12,6.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,6.0,1
15000.0,10,76800.0,5,4,553.41,1.0,0.0,19.52,6.0,3.0,14.0,194.0,103.6,0.0,5436.0,2.0,0
3000.0,5,49000.0,5,5,104.9,0.0,2.0,15.61,9.0,5.0,1.0,126.0,96.9,220.0,2650.0,5.0,1
12000.0,10,53000.0,6,5,291.06,1.0,0.0,15.88,12.0,8.0,8.0,138.0,81.9,2819.0,13727.0,3.0,1
30000.0,10,89000.0,6,2,569.69,2.0,0.0,22.95,12.0,5.0,9.0,332.0,100.2,0.0,29619.0,7.0,1
8200.0,10,64000.0,6,5,5409.65,2.0,0.0,16.29,13.0,5.675353736832263,14.10822232888069,178.48733084417407,57.8,5111.0,13796.095652770158,8.0,0
7200.0,10,70000.0,6,2,4766.7,7.0,0.0,23.7,16.0,7.0,4.0,169.0,9.5,2714.0,24069.0,6.0,0
5200.0,2,30000.0,5,7,164.28,0.0,0.0,7.9,8.0,1.0,9.0,51.0,66.8300107785702,8262.878065935047,2142.0,3.0,0
6400.0,2,28000.0,5,5,702.12,0.0,0.0,17.27,21.0,4.0,9.0,82.0,71.9,1349.0,4733.0,4.0,1
18250.0,8,42000.0,6,4,461.06,6.0,0.0,17.76,12.0,5.0,2.0,149.0,91.4,962.0,10583.0,7.0,1
13000.0,2,37000.0,5,3,1013.61,0.0,0.0,22.47,9.0,6.0,1.0,144.0,71.2,5184.0,2187.0,5.0,1
2500.0,4,32350.0,5,3,94.96,0.0,1.0,21.6,12.0,10.0,2.0,364.0,80.3,1559.0,801.0,9.0,1
1750.0,1,16800.0,6,5,946.95,1.0,0.0,16.29,11.0,5.675353736832263,14.10822232888069,178.48733084417407,77.5,225.0,13796.095652770158,1.0,0
18000.0,6,75000.0,6,6,582.17,1.0,0.0,10.16,9.0,4.0,5.0,93.0,90.1,1180.0,19822.0,6.0,1
25000.0,2,78000.0,5,4,681.03,0.0,0.0,19.22,18.0,5.675353736832263,14.10822232888069,178.48733084417407,64.3,10599.0,13796.095652770158,1.0,0
24000.0,10,130000.0,6,1,700.07,5.0,0.0,24.7,9.0,4.0,5.0,277.0,98.8,327.0,46565.0,3.0,1
11700.0,7,34000.0,5,5,406.04,0.0,0.0,15.1,14.0,12.0,6.0,244.0,82.3,1575.0,2317.0,5.0,0
10000.0,1,63000.0,5,6,327.34,0.0,0.0,10.99,21.0,5.0,10.0,242.0,96.5,922.0,5858.0,1.0,1
18000.0,6,50000.0,5,3,493.06,0.0,0.0,21.6,5.0,3.0,12.0,88.0,81.4,1863.0,8052.0,2.0,1
9000.0,1,65000.0,5,4,330.14,0.0,0.0,19.05,9.0,6.0,11.0,133.0,98.1,229.0,3066.0,8.0,1
6800.0,1,39500.0,6,6,221.47,1.0,0.0,10.64,11.0,5.0,18.0,150.0,72.5,6524.0,14379.0,2.0,1
35000.0,10,300000.0,6,4,1278.55,7.0,0.0,18.75,19.0,10.0,9.0,214.0,77.7,12265.0,28631.0,6.0,1
26000.0,0,80000.0,6,2,755.54,2.0,0.0,24.5,15.0,6.0,16.0,216.0,40.4,8171.0,21035.0,6.0,1
24000.0,6,78000.0,6,3,649.29,2.0,0.0,21.0,17.0,11.0,2.0,163.0,76.1,8286.0,17443.0,7.0,1
8000.0,10,70000.0,6,6,269.98,2.0,0.0,13.11,7.0,3.0,8.0,143.0,91.0,451.0,28916.0,2.0,1
35000.0,10,250000.0,6,5,1227.05,2.0,0.0,15.8,13.0,9.0,62.0,119.0,95.0,1014.0,3980.0,1.0,1
5375.0,7,19000.0,5,5,191.91,0.0,0.0,17.1,24.0,6.0,36.0,69.0,98.6,86.0,3341.0,0.0,1
15350.0,10,72000.0,5,4,558.72,0.0,1.0,18.49,17.0,12.0,1.0,88.0,85.6,1249.0,1479.0,8.0,1
12000.0,10,52000.0,5,7,381.04,4.0,0.0,8.9,3.0,3.0,62.0,348.0,81.1,4512.0,6463.0,1.0,1
8500.0,10,38000.0,5,4,308.37,0.0,1.0,18.25,13.0,3.0,20.0,167.0,0.0,2500.0,4816.0,5.0,1
18000.0,2,45000.0,5,6,606.16,0.0,0.0,12.99,14.0,6.0,2.0,154.0,43.2,9317.0,7589.0,6.0,0
9950.0,7,39000.0,5,5,2633.9,3.0,1.0,14.3,3.0,2.0,20.0,156.0,83.5,1153.0,8403.0,2.0,0
7200.0,10,36000.0,6,4,385.55,3.0,1.0,17.77,7.0,5.0,10.0,269.0,100.9,0.0,4383.0,5.0,1
35000.0,6,150000.0,6,4,1292.19,3.0,1.0,19.52,15.0,4.0,5.0,149.0,71.5,9116.0,58354.0,6.0,1
2150.0,10,75000.0,6,6,2176.89,4.0,0.0,14.09,15.0,6.0,8.0,135.0,36.5,13468.0,17613.0,7.0,0
20000.0,10,126000.0,5,5,680.45,0.0,0.0,13.68,16.0,8.0,1.0,173.0,87.1,5535.0,3422.0,5.0,1
24925.0,9,56326.0,6,2,718.2,0.0,0.0,24.08,28.0,6.0,14.0,96.0,77.7,2172.0,6350.0,3.0,1
9950.0,0,29000.0,4,5,341.67,4.0,0.0,14.33,5.0,4.0,16.0,460.0,64.1,6613.0,2462.0,3.0,1
4500.0,10,55000.0,4,4,165.41,6.0,4.0,19.2,11.0,9.0,11.0,359.0,57.6,2500.0,468.0,5.0,1
16750.0,2,45000.0,5,5,587.23,0.0,0.0,15.8,15.0,11.0,3.0,117.0,73.8,3088.0,2472.0,4.0,1
5000.0,10,55000.0,4,6,3326.59,3.0,0.0,11.99,16.0,6.0,9.0,234.0,24.5,22185.0,2517.0,6.0,0
35000.0,7,95000.0,5,1,1045.64,0.0,0.0,25.89,11.0,6.0,3.0,136.0,98.1,199.0,4684.0,3.0,1
10000.0,7,80000.0,5,6,4102.91,0.0,0.0,12.12,8.0,6.0,9.0,84.0,55.4,9458.0,2085.0,1.0,0
35000.0,7,119000.0,6,4,869.66,1.0,0.0,16.99,18.0,6.0,1.0,111.0,23.9,8442.0,17027.0,8.0,1
25000.0,3,61000.0,5,5,622.66,0.0,0.0,17.1,6.0,3.0,2.0,197.0,30.0,31490.0,9553.0,7.0,1
16000.0,10,37068.0,6,3,441.73,6.0,0.0,21.98,9.0,6.0,5.0,144.0,96.0,636.0,17976.0,2.0,1
10000.0,10,60000.0,6,5,107.55,3.0,0.0,15.8,10.0,7.0,3.0,205.0,78.3,2146.0,10239.0,4.0,0
3750.0,7,33000.0,4,7,2629.6,0.0,0.0,8.9,7.0,3.0,26.0,113.0,29.9,6032.0,3338.0,0.0,0
10000.0,6,40000.0,5,4,363.99,0.0,0.0,18.49,10.0,8.0,7.0,73.0,84.2,1781.0,1654.0,3.0,1
20000.0,1,72000.0,6,6,6575.12,3.0,0.0,11.55,5.0,3.0,98.0,244.0,87.2,3410.0,17285.0,0.0,0
20000.0,10,100000.0,6,6,13302.63,7.0,0.0,10.16,15.0,2.0,55.0,235.0,0.0,1500.0,45232.0,6.0,0
7000.0,10,89000.0,6,7,222.28,4.0,0.0,8.9,12.0,3.0,2.0,296.0,45.8,10359.0,11641.0,1.0,1
14000.0,2,70000.0,5,6,510.0,0.0,0.0,13.11,17.0,5.675353736832263,14.10822232888069,178.48733084417407,30.1,30163.0,13796.095652770158,7.0,1
12000.0,2,37000.0,6,6,418.22,1.0,0.0,14.09,8.0,5.675353736832263,14.10822232888069,178.48733084417407,77.7,1069.0,13796.095652770158,4.0,0
12000.0,1,50000.0,5,5,286.11,0.0,0.0,15.1,21.0,5.0,28.0,78.0,88.7,1655.0,4149.0,4.0,1
23325.0,10,57250.0,6,3,1333.44,1.0,1.0,22.47,6.0,5.0,10.0,367.0,87.9,121.0,3262.0,2.0,1
17625.0,4,40000.0,5,3,476.82,0.0,0.0,21.0,12.0,9.0,2.0,68.0,28.4,29622.0,3736.0,6.0,1
10375.0,0,30000.0,5,5,360.17,0.0,0.0,15.1,10.0,10.0,8.0,217.0,89.9,2112.0,2049.0,1.0,1
7000.0,5,30000.0,6,7,224.52,2.0,0.0,6.62,10.0,6.0,24.0,68.0,3.8,20481.0,2450.0,1.0,0
22000.0,10,91000.0,6,7,669.26,4.0,0.0,6.03,29.0,9.0,4.0,407.0,25.6,42193.0,6956.0,6.0,0
10000.0,3,75000.0,5,6,3545.48,1.0,2.0,13.11,8.0,5.0,4.0,334.0,57.3,4694.0,2454.0,4.0,0
14000.0,3,38000.0,6,4,6883.44,1.0,0.0,18.25,11.0,5.675353736832263,14.10822232888069,178.48733084417407,91.0,431.0,13796.095652770158,5.0,0
19425.0,8,78000.0,6,5,485.59,3.0,0.0,17.27,9.0,6.0,10.0,159.0,100.4,0.0,46321.0,8.0,1
17325.0,3,45500.0,6,3,480.47,2.0,0.0,22.2,14.0,10.0,2.0,234.0,79.4,3333.0,7642.0,6.0,1
9750.0,0,28000.0,4,4,351.37,1.0,0.0,17.77,6.0,3.0,18.0,154.0,86.8,1149.0,3109.0,2.0,1
7000.0,10,110000.0,6,7,5434.15,4.0,0.0,7.62,16.0,6.0,14.0,198.0,52.9,12206.0,29248.0,4.0,0
26500.0,3,94200.0,6,1,790.29,6.0,2.0,25.8,10.0,6.0,1.0,153.0,53.2,561.0,30810.0,9.0,1
13200.0,4,65000.0,6,6,6695.22,5.0,0.0,11.14,8.0,5.0,32.0,158.0,93.4,1516.0,41324.0,1.0,0
11700.0,3,75000.0,5,3,10669.65,3.0,1.0,21.0,16.0,3.0,1.0,190.0,13.4,4936.0,6700.0,7.0,0
4000.0,10,70000.0,6,6,1989.56,0.0,0.0,12.12,8.0,2.0,14.0,217.0,48.7,4310.0,1018.0,4.0,0
7375.0,6,27565.0,5,5,260.35,0.0,0.0,16.29,11.0,10.0,6.0,147.0,92.4,699.0,2275.0,2.0,1
16425.0,10,50000.0,5,5,815.26,0.0,0.0,15.8,13.0,6.0,14.0,235.0,94.2,324.0,3799.0,3.0,1
28000.0,10,93000.0,5,7,889.09,3.0,0.0,8.9,12.0,4.0,8.0,179.0,94.5,912.0,7598.0,4.0,0
5600.0,6,56000.0,4,7,4787.35,8.0,0.0,7.9,13.0,2.0,12.0,207.0,13.6,20471.0,20557.0,3.0,0
12000.0,2,84000.0,6,5,286.87,1.0,0.0,15.22,9.0,5.0,5.0,121.0,26.6,11637.0,28474.0,5.0,1
28000.0,7,230000.0,5,5,19092.88,0.0,0.0,17.1,7.0,1.0,9.0,206.0,0.4,6773.0,4420.0,4.0,0
8000.0,0,40000.0,5,4,293.46,0.0,0.0,19.05,4.0,5.675353736832263,14.10822232888069,178.48733084417407,64.7,848.0,13796.095652770158,3.0,1
6000.0,7,43680.0,5,6,1186.27,0.0,0.0,12.99,11.0,10.0,10.0,196.0,98.1,210.0,2024.0,1.0,0
6000.0,1,51000.0,6,7,190.52,1.0,0.0,8.9,6.0,4.0,16.0,152.0,95.7,85.0,24457.0,6.0,1
25000.0,10,73000.0,6,6,555.99,2.0,0.0,11.99,14.0,5.0,13.0,552.0,58.2,9868.0,17969.0,8.0,1
6075.0,6,25000.0,5,3,228.88,0.0,0.0,21.0,10.0,6.0,2.0,161.0,100.6,0.0,2004.0,4.0,1
17400.0,3,60000.0,6,4,447.07,3.0,1.0,18.55,9.0,5.675353736832263,14.10822232888069,178.48733084417407,26.3,6265.0,13796.095652770158,1.0,1
12000.0,10,80000.0,6,5,905.64,2.0,0.0,15.88,17.0,10.0,5.0,85.0,79.0,2665.0,18820.0,7.0,1
32000.0,1,360000.0,5,3,883.45,1.0,0.0,21.98,3.0,2.0,73.0,280.0,96.1,987.0,12022.0,0.0,1
7550.0,6,57000.0,4,5,270.2,0.0,0.0,17.27,9.0,6.0,2.0,36.0,66.2,406.0,5079.0,8.0,1
15000.0,5,37000.0,4,3,229.35,0.0,0.0,20.99,14.0,5.675353736832263,14.10822232888069,178.48733084417407,98.0,134.0,13796.095652770158,5.0,1
20000.0,1,50000.0,6,6,453.53,2.0,0.0,12.85,11.0,4.0,2.0,180.0,49.2,19642.0,17296.0,4.0,1
6000.0,10,50000.0,5,7,5126.81,11.0,0.0,7.62,12.0,7.0,0.0,165.0,32.7,2691.0,2258.0,8.0,0
1825.0,3,21500.0,5,6,25.36,0.0,0.0,12.12,4.0,2.0,16.0,49.0,1.2,2074.0,93.0,2.0,0
14000.0,8,130000.0,6,6,6921.28,3.0,0.0,12.12,6.0,3.0,21.0,165.0,92.9,2792.0,68969.0,2.0,0
27200.0,10,89795.88,5,6,6286.4,3.0,0.0,13.67,17.0,9.0,16.0,136.0,89.6,1977.0,4971.0,6.0,0
10000.0,3,55000.0,6,6,336.52,1.0,0.0,12.99,10.0,5.0,4.0,243.0,97.2,411.0,22220.0,4.0,0
20000.0,5,75000.0,6,3,564.96,1.0,1.0,23.1,6.0,2.0,4.0,127.0,93.9,581.0,47668.0,2.0,1
20125.0,0,45716.0,6,5,501.25,1.0,0.0,17.1,7.0,3.0,7.0,487.0,2.1,6660.0,14647.0,2.0,1
6000.0,10,100000.0,6,6,5194.48,3.0,0.0,11.99,13.0,6.0,5.0,151.0,97.0,713.0,26680.0,7.0,0
4000.0,8,28000.0,5,3,153.6,0.0,0.0,22.4,9.0,7.0,5.0,75.0,57.9,1700.0,449.0,4.0,1
16950.0,10,70000.0,6,4,4565.62,9.0,0.0,19.72,13.0,7.0,7.0,165.0,83.8,10523.0,29940.0,5.0,0
19000.0,2,45000.0,5,4,696.95,0.0,0.0,19.05,11.0,6.0,4.0,85.0,96.1,380.0,5211.0,6.0,1
35000.0,10,92400.0,6,5,28016.12,3.0,0.0,17.1,12.0,3.0,27.0,194.0,30.0,5601.0,31948.0,3.0,0
8875.0,5,38000.0,5,5,308.72,1.0,0.0,15.31,9.0,5.0,39.0,118.0,70.5,4242.0,1943.0,0.0,0
23500.0,7,100000.0,6,2,16488.58,1.0,0.0,23.7,9.0,6.0,3.0,171.0,74.0,2466.0,38474.0,6.0,0
6000.0,1,75000.0,6,5,213.62,2.0,0.0,13.99,20.0,5.675353736832263,14.10822232888069,178.48733084417407,77.2,910.0,13796.095652770158,8.0,0
18000.0,10,47000.0,5,6,2325.25,0.0,0.0,10.99,9.0,7.0,2.0,226.0,56.3,16921.0,2837.0,2.0,0
24000.0,10,70000.0,6,4,606.45,1.0,0.0,17.77,20.0,10.0,3.0,250.0,49.8,31760.0,9134.0,5.0,1
10800.0,8,57876.0,5,5,8893.01,0.0,0.0,14.33,13.0,7.0,1.0,109.0,46.7,9671.0,3941.0,6.0,0
25000.0,0,120000.0,6,5,892.57,2.0,0.0,17.1,9.0,3.0,39.0,251.0,100.1,0.0,84088.0,0.0,1
10000.0,7,60000.0,6,6,320.98,1.0,1.0,9.71,8.0,3.0,11.0,169.0,68.1,3827.0,12630.0,3.0,0
6575.0,3,40000.0,5,4,166.93,0.0,0.0,17.99,7.0,5.675353736832263,14.10822232888069,178.48733084417407,52.7,5066.0,13796.095652770158,3.0,1
12000.0,3,100000.0,6,6,254.56,3.0,0.0,9.99,15.0,5.0,23.0,193.0,64.2,16626.0,31148.0,3.0,0
29000.0,1,65000.0,6,3,784.55,1.0,0.0,21.0,13.0,4.0,7.0,109.0,58.6,20008.0,17606.0,8.0,1
12000.0,5,40000.0,5,6,3423.37,0.0,0.0,10.99,5.0,4.0,15.0,62.0,62.4,7851.0,2731.0,2.0,0
16000.0,2,105000.0,5,5,8723.87,0.0,0.0,16.29,5.0,4.0,12.0,179.0,78.5,1507.0,22148.0,2.0,0
4000.0,4,55000.0,5,6,891.39,0.0,0.0,10.64,7.0,4.0,5.0,118.0,28.9,5688.0,4316.0,3.0,0
17600.0,10,50000.0,6,5,426.13,0.0,0.0,15.8,16.0,7.0,7.0,375.0,43.7,37915.0,3915.0,3.0,1
12000.0,3,55000.0,5,3,11605.95,0.0,0.0,21.0,7.0,6.0,6.0,144.0,70.9,1863.0,2568.0,6.0,0
30000.0,10,70000.0,5,2,30327.83,1.0,1.0,23.76,13.0,7.0,16.0,161.0,92.2,1205.0,3733.0,9.0,0
18000.0,6,84000.0,6,4,452.79,2.0,0.0,17.56,32.0,16.0,4.0,161.0,68.4,6223.0,9657.0,16.0,1
5000.0,10,51000.0,5,3,189.64,0.0,0.0,21.49,9.0,7.0,8.0,79.0,66.8300107785702,8262.878065935047,966.0,6.0,1
5000.0,2,40000.0,5,4,185.11,0.0,0.0,19.72,9.0,5.0,0.0,97.0,25.9,3481.0,1426.0,9.0,1
22250.0,3,64000.0,5,6,13818.56,1.8110042285638381,0.0,10.65,11.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,0
25000.0,9,125000.0,6,4,665.14,2.0,0.0,20.2,13.0,10.0,2.0,198.0,84.0,2224.0,12336.0,12.0,1
16000.0,6,40000.0,5,4,350.0,0.0,0.0,17.77,9.0,9.0,2.0,154.0,85.9,2331.0,2488.0,2.0,1
18000.0,2,82000.0,5,5,626.72,1.0,0.0,15.31,12.0,8.0,8.0,201.0,52.0,8116.0,1298.0,7.0,1
18225.0,4,42000.0,5,2,516.71,0.0,0.0,23.28,21.0,11.0,9.0,116.0,94.7,187.0,1714.0,5.0,1
35000.0,2,112000.0,5,4,921.85,4.0,0.0,19.72,12.0,1.0,22.0,273.0,98.8,49.0,30445.0,4.0,1
15000.0,6,50000.0,6,6,513.33,0.0,0.0,14.09,9.0,7.0,6.0,134.0,94.5,941.0,2604.0,2.0,1
10200.0,10,90000.0,6,7,7459.04,7.0,0.0,8.9,21.0,10.0,2.0,392.0,51.8,23444.0,21528.0,7.0,0
5000.0,1,60000.0,5,6,4097.52,0.0,0.0,13.11,19.0,6.0,5.0,134.0,75.6,9474.0,5412.0,7.0,0
20000.0,2,65000.0,6,4,707.4,2.0,0.0,18.85,11.0,8.0,3.0,215.0,74.7,4932.0,17293.0,6.0,0
6075.0,2,30000.0,5,6,3052.93,0.0,0.0,14.09,10.0,8.0,6.0,71.0,23.4,7128.0,1639.0,4.0,0
28100.0,10,63000.0,6,4,1023.66,1.0,0.0,18.55,13.0,8.0,3.0,176.0,60.8,6151.0,23740.0,6.0,1
12000.0,10,150000.0,5,4,306.36,0.0,0.0,18.25,4.0,5.675353736832263,14.10822232888069,178.48733084417407,83.5,791.0,13796.095652770158,1.0,1
18000.0,1,130000.0,6,7,560.91,4.0,0.0,7.62,12.0,8.0,3.0,269.0,33.6,40383.0,32605.0,7.0,1
30000.0,8,84000.0,6,6,15088.38,1.0,0.0,13.05,16.0,8.0,11.0,151.0,75.3,9152.0,18965.0,4.0,0
23000.0,10,80000.0,6,6,18732.45,2.0,0.0,9.71,8.0,2.0,11.0,196.0,55.4,5308.0,64123.0,4.0,0
8500.0,10,110000.0,6,5,297.94,8.0,0.0,15.88,15.0,3.0,46.0,229.0,48.3,4392.0,22805.0,1.0,0
25000.0,10,165000.0,5,2,708.51,2.0,0.0,23.26,13.0,5.675353736832263,14.10822232888069,178.48733084417407,64.1,8441.0,13796.095652770158,4.0,1
28000.0,2,100000.0,6,5,683.89,5.0,0.0,16.2,19.0,10.0,10.0,237.0,60.1,14334.0,9975.0,4.0,1
5875.0,0,35000.0,5,3,225.8,0.0,0.0,22.47,9.0,8.0,0.0,73.0,98.6,41.0,1074.0,4.0,1
26500.0,4,60000.0,6,2,746.29,2.0,1.0,22.95,13.0,6.0,1.0,437.0,94.0,347.0,18636.0,3.0,1
25000.0,3,76000.0,6,5,22797.62,8.0,0.0,17.27,12.0,4.0,6.0,203.0,43.7,14546.0,5834.0,4.0,0
23325.0,6,165000.0,6,5,793.58,3.0,0.0,13.68,10.0,4.0,8.0,96.0,36.7,16600.0,16290.0,2.0,1
6500.0,2,33000.0,5,5,214.91,0.0,0.0,15.31,5.0,4.0,26.0,63.0,56.9,3230.0,1095.0,0.0,0
8000.0,6,45000.0,6,6,258.09,4.0,0.0,9.99,8.0,4.0,12.0,96.0,54.3,4111.0,27572.0,6.0,0
14825.0,10,58000.0,6,5,13645.38,4.0,0.0,14.65,8.0,5.675353736832263,14.10822232888069,178.48733084417407,95.8,1639.0,13796.095652770158,2.0,0
18000.0,1,40000.0,5,5,618.09,1.0,0.0,14.33,4.0,3.0,14.0,140.0,85.3,707.0,4045.0,5.0,1
32350.0,1,72000.0,5,7,50.0,0.0,0.0,7.9,10.0,3.0,15.0,127.0,4.5,33039.0,6582.0,5.0,1
8500.0,6,34000.0,5,5,291.88,2.0,0.0,14.33,7.0,3.0,15.0,250.0,99.8,8.0,3198.0,4.0,1
30225.0,7,72000.0,4,2,864.26,0.0,2.0,23.7,22.0,16.0,1.0,240.0,57.8,12958.0,1101.0,11.0,1
15000.0,3,80000.0,6,4,557.08,1.0,0.0,18.75,10.0,5.675353736832263,14.10822232888069,178.48733084417407,95.4,202.0,13796.095652770158,7.0,0
22750.0,4,49750.0,6,4,580.8,1.8110042285638381,0.0,18.25,10.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,1
22550.0,6,63500.0,5,4,386.46,5.0,0.0,17.56,18.0,10.0,5.0,280.0,79.9,6480.0,1929.0,5.0,0
20375.0,10,110000.0,6,5,727.44,6.0,0.0,17.1,9.0,3.0,3.0,204.0,77.3,4451.0,55639.0,3.0,1
20000.0,10,143000.0,6,7,630.0,6.0,0.0,7.9,15.0,6.0,11.0,239.0,68.8,9678.0,29900.0,4.0,1
20000.0,3,95000.0,6,6,661.7,1.8110042285638381,0.0,10.65,4.0,5.675353736832263,14.10822232888069,178.48733084417407,66.8300107785702,8262.878065935047,13796.095652770158,3.929481502800593,0
2700.0,4,28000.0,5,5,94.9,0.0,0.0,16.29,5.0,4.0,17.0,60.0,94.1,130.0,2795.0,2.0,0
12250.0,10,46998.0,4,2,348.87,0.0,0.0,23.5,12.0,5.0,1.0,211.0,49.2,13729.0,3079.0,10.0,1
25000.0,0,80800.0,4,4,621.18,0.0,0.0,16.99,8.0,4.0,2.0,460.0,38.8,19752.0,1815.0,4.0,1
6225.0,1,31190.5,5,6,213.03,0.0,0.0,14.09,8.0,5.675353736832263,14.10822232888069,178.48733084417407,101.3,0.0,13796.095652770158,2.0,1
24000.0,1,83200.0,5,5,2461.98,0.0,0.0,13.99,7.0,5.675353736832263,14.10822232888069,178.48733084417407,92.3,2032.0,13796.095652770158,4.0,0
28000.0,9,64344.0,6,6,624.87,4.0,0.0,12.12,13.0,7.0,43.0,166.0,53.4,14300.0,21339.0,1.0,0
6000.0,3,68000.0,5,7,1452.33,0.0,0.0,6.62,15.0,5.0,8.0,167.0,53.8,6561.0,1807.0,2.0,0
12800.0,10,105000.0,6,6,9416.61,4.0,0.0,11.14,18.0,11.0,0.0,176.0,47.5,11768.0,19132.0,11.0,0
21250.0,3,85000.0,6,4,551.83,5.0,0.0,19.05,20.0,13.0,7.0,202.0,78.2,3594.0,15080.0,4.0,1
14825.0,10,38000.0,5,5,362.21,0.0,0.0,16.29,9.0,6.0,3.0,84.0,75.2,1117.0,1839.0,3.0,0
